technique_id,technique_name,tactic,platforms,subtechniques,parent_technique,groups,software,campaigns,data_sources,data_components,mitigations,detection_text,system_requirements,permissions_required,effective_permissions,stealth_score,noise_score,log_surface_area,privilege_stealth_factor,detection_difficulty,lolbin_usage,edr_visibility,cloud_visibility
T1095,Non-Application Layer Protocol,command-and-control,ESXi|Linux|Network Devices|Windows|macOS,,,G0022|G0037|G0047|G0068|G0125|G0129|G0135|G1002|G1003|G1013|G1022|G1048,S0011|S0013|S0019|S0021|S0022|S0032|S0034|S0043|S0055|S0076|S0083|S0084|S0115|S0125|S0141|S0149|S0154|S0155|S0158|S0172|S0198|S0221|S0234|S0260|S0262|S0268|S0335|S0352|S0394|S0430|S0436|S0455|S0456|S0461|S0498|S0501|S0502|S0504|S0515|S0556|S0582|S0587|S0596|S0615|S0629|S0630|S0650|S0660|S0662|S0666|S0670|S0681|S0699|S1016|S1029|S1031|S1044|S1049|S1051|S1059|S1060|S1063|S1073|S1078|S1084|S1085|S1099|S1100|S1105|S1114|S1121|S1140|S1142|S1144|S1153|S1163|S1187|S1189|S1200|S1203|S1204|S1219|S1221|S1227|S1239|S1245|S9001|S9023,C0014|C0021|C0029|C0034|C0035|C0039|C0047|C0056,,,M1030|M1031|M1037|M1047,,,,,10,0,0,1,unknown,,,
T1075,Pass the Hash,lateral-movement,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1059.013,Container CLI/API,execution,Containers,,,G0139,,,,,M1026|M1038,,,,,10,0,0,1,unknown,,,
T1027.003,Steganography,stealth,Linux|Windows|macOS,,,G0060|G0065|G0067|G0069|G0081|G0099|G0127|G0138|G1006,S0139|S0231|S0234|S0439|S0458|S0469|S0470|S0471|S0473|S0483|S0495|S0511|S0513|S0518|S0565|S0644|S0654|S0659|S1145,C0005|C0023,,,,,,,,10,0,0,1,unknown,,,
T1584.002,DNS Server,resource-development,PRE,,,G1004|G1041,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1671,Cloud Application Integration,persistence,Office Suite|SaaS,,,,,C0059,,,M1042|M1047,,,,,10,0,0,1,unknown,,,
T1001.003,Protocol or Service Impersonation,command-and-control,ESXi|Linux|Windows|macOS,,,G0032|G0126|G0129,S0022|S0076|S0154|S0181|S0239|S0245|S0246|S0260|S0387|S0439|S0559|S0586|S1100|S1120|S1226|S1227|S1228|S1239,C0017,,,M1031,,,,,10,0,0,1,unknown,,,
T1012,Query Registry,discovery,Windows,,,G0010|G0027|G0030|G0032|G0035|G0038|G0047|G0049|G0050|G0087|G0094|G0096|G0114|G0117|G0119|G0128|G1017|G1034|G1043,S0011|S0013|S0021|S0022|S0023|S0030|S0031|S0032|S0045|S0075|S0091|S0115|S0126|S0140|S0145|S0154|S0155|S0165|S0172|S0180|S0182|S0184|S0186|S0194|S0201|S0203|S0238|S0239|S0240|S0241|S0242|S0249|S0251|S0252|S0260|S0267|S0268|S0269|S0330|S0332|S0335|S0344|S0348|S0354|S0376|S0380|S0385|S0386|S0412|S0414|S0438|S0448|S0476|S0484|S0496|S0512|S0513|S0517|S0532|S0534|S0559|S0560|S0567|S0570|S0574|S0579|S0589|S0603|S0604|S0612|S0627|S0660|S0666|S0668|S0673|S0674|S0680|S0692|S1013|S1015|S1018|S1019|S1039|S1044|S1047|S1050|S1060|S1064|S1065|S1076|S1099|S1148|S1159|S1180|S1190|S1201|S1228|S1240|S1242,C0014,,,,,,,,10,0,0,1,unknown,,,
T1030,Data Transfer Size Limits,exfiltration,ESXi|Linux|Windows|macOS,,,G0007|G0027|G0096|G1014|G1040,S0030|S0150|S0154|S0170|S0264|S0487|S0495|S0622|S0644|S0699|S1020|S1040|S1141|S1200,C0015|C0026,,,M1031,,,,,10,0,0,1,unknown,,,
T1028,Windows Remote Management,execution|lateral-movement,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1550.004,Web Session Cookie,lateral-movement,IaaS|Office Suite|SaaS,,,G1033,,C0024,,,M1054,,,,,10,0,0,1,unknown,,,
T1078.002,Domain Accounts,initial-access|persistence|privilege-escalation|stealth,ESXi|Linux|Windows|macOS,,,G0019|G0022|G0028|G0034|G0049|G0059|G0092|G0102|G0114|G0119|G0143|G1017|G1021|G1022|G1023|G1030|G1040|G1043|G1055,S0140|S0154|S0446|S0603|S1024,C0002|C0012|C0014|C0023|C0024|C0029|C0048|C0049|C0059|C0063,,,M1017|M1018|M1026|M1027|M1032,,,,,10,0,0,1,unknown,,,
T1218.009,Regsvcs/Regasm,stealth,Windows,,,,S0331,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1034,Path Interception,persistence|privilege-escalation,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1546.018,Python Startup Hooks,persistence|privilege-escalation,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1506,Web Session Cookie,lateral-movement|stealth,Office 365|SaaS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1553.004,Install Root Certificate,defense-impairment,Linux|Windows|macOS,,,,S0009|S0148|S0160|S0281|S9003,,,,M1028|M1054,,,,,10,0,0,1,unknown,,,
T1037.003,Network Logon Script,persistence|privilege-escalation,Windows,,,,,,,,M1022,,,,,10,0,0,1,unknown,,,
T1499,Endpoint Denial of Service,impact,Containers|IaaS|Linux|Windows|macOS,,,G0034,S0052|S0412,,,,M1037,,,,,10,0,0,1,unknown,,,
T1027.004,Compile After Delivery,stealth,Linux|Windows|macOS,,,G0047|G0069|G0106|G1041,S0348|S0385|S0633|S0661|S0673|S1099,,,,,,,,,10,0,0,1,unknown,,,
T1688,Safe Mode Boot,defense-impairment,Windows,,,,S0496|S1053|S1070|S1202|S1212|S1242|S1247,,,,M1026|M1054,,,,,10,0,0,1,unknown,,,
T1065,Uncommonly Used Port,command-and-control,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1614,System Location Discovery,discovery,IaaS|Linux|Windows|macOS,,,G1008|G1017,S0013|S0115|S0262|S0332|S0461|S0481|S0632|S0673|S1018|S1025|S1111|S1124|S1138|S1148|S1153|S1240|S1245|S1248|S1249|S9010|S9019|S9030|S9031|S9034,,,,,,,,,10,0,0,1,unknown,,,
T1564.007,VBA Stomping,stealth,Linux|Windows|macOS,,,,,,,,M1042,,,,,10,0,0,1,unknown,,,
T1197,BITS Jobs,execution|persistence|stealth,Windows,,,G0040|G0065|G0087|G0096|G0102,S0154|S0190|S0201|S0333|S0534|S0554|S0652|S0654,,,,M1018|M1028|M1037,,,,,10,0,0,1,unknown,,,
T1127.001,MSBuild,execution|stealth,Windows,,,,S0013|S0363|S9025,C0001|C0060,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1656,Impersonation,stealth,Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1578.005,Modify Cloud Compute Configurations,defense-impairment,IaaS,,,,,,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1088,Bypass User Account Control,privilege-escalation|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1494,Runtime Data Manipulation,impact,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1090.004,Domain Fronting,command-and-control,ESXi|Linux|Windows|macOS,,,G0016,S0154|S0175|S0649|S0699,,,,M1020,,,,,10,0,0,1,unknown,,,
T1557.002,ARP Cache Poisoning,collection|credential-access,Linux|Windows|macOS,,,G0003|G1014,,,,,M1017|M1031|M1035|M1037|M1041|M1042,,,,,10,0,0,1,unknown,,,
T1562.008,Disable or Modify Cloud Logs,stealth,IaaS|Identity Provider|Office Suite|SaaS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1518.001,Security Software Discovery,discovery,IaaS|Linux|Windows|macOS,,,G0010|G0012|G0019|G0040|G0047|G0061|G0069|G0080|G0081|G0082|G0089|G0094|G0102|G0106|G0112|G0121|G0139|G0143|G1008|G1018|G1022|G1026|G1040|G1043|G1044|G1051|G1053,S0023|S0046|S0057|S0062|S0088|S0091|S0098|S0108|S0113|S0115|S0125|S0142|S0143|S0148|S0171|S0176|S0182|S0184|S0196|S0201|S0223|S0244|S0249|S0256|S0257|S0260|S0267|S0270|S0283|S0284|S0330|S0337|S0339|S0363|S0368|S0373|S0380|S0381|S0388|S0396|S0455|S0457|S0467|S0468|S0469|S0471|S0472|S0473|S0476|S0483|S0484|S0491|S0492|S0501|S0513|S0531|S0534|S0553|S0559|S0568|S0579|S0595|S0603|S0611|S0646|S0650|S0652|S0653|S0657|S0658|S0666|S0673|S0679|S0680|S0681|S0688|S0689|S0692|S1013|S1025|S1028|S1029|S1039|S1044|S1060|S1063|S1065|S1066|S1091|S1111|S1122|S1130|S1141|S1149|S1159|S1160|S1179|S1180|S1193|S1213|S1228|S1234|S1239|S1240|S1244|S9019|S9023|S9024|S9026|S9032|S9037,C0001|C0014|C0035,,,,,,,,10,0,0,1,unknown,,,
T1564.003,Hidden Window,stealth,Linux|Windows|macOS,,,G0007|G0009|G0022|G0046|G0047|G0050|G0052|G0059|G0073|G0078|G0079|G0094|G0099|G0126|G0133|G1022|G1051|G1055,S0013|S0037|S0250|S0260|S0262|S0266|S0331|S0332|S0360|S0373|S0386|S0387|S0431|S0437|S0441|S0455|S0466|S0491|S0500|S0625|S0669|S0670|S0686|S0688|S0692|S1020|S1053|S1076|S1086|S1087|S1089|S1152|S1172|S1199|S1213|S1226|S1237|S1244|S1245|S9001|S9010|S9019|S9034,,,,M1033|M1038,,,,,10,0,0,1,unknown,,,
T1493,Transmitted Data Manipulation,impact,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1127.002,ClickOnce,execution|stealth,Windows,,,,,,,,M1021|M1042|M1045,,,,,10,0,0,1,unknown,,,
T1059.006,Python,execution,ESXi|Linux|Windows|macOS,,,G0010|G0016|G0035|G0060|G0067|G0069|G0087|G0094|G0095|G0106|G0128|G0131|G1006|G1021|G1039|G1048|G1052|G1055,S0154|S0192|S0196|S0234|S0276|S0332|S0369|S0374|S0377|S0387|S0409|S0428|S0459|S0482|S0492|S0547|S0581|S0583|S0631|S0647|S0681|S0692|S0695|S1032|S1035|S1120|S1164|S1187|S1189|S1213|S1217|S1218|S1223|S1245|S9013|S9024|S9035,C0014|C0029|C0045|C0059,,,M1033|M1038|M1047|M1049,,,,,10,0,0,1,unknown,,,
T1070.010,Relocate Malware,stealth,Linux|Network Devices|Windows|macOS,,,,S9015,,,,,,,,,10,0,0,1,unknown,,,
T1591.004,Identify Roles,reconnaissance,PRE,,,G0046|G1001|G1004|G1017,,C0022,,,M1056,,,,,10,0,0,1,unknown,,,
T1132,Data Encoding,command-and-control,ESXi|Linux|Windows|macOS,,,G1047,S0128|S0132|S0362|S0386|S0699|S9003|S9035,,,,M1031,,,,,10,0,0,1,unknown,,,
T1546.010,AppInit DLLs,persistence|privilege-escalation,Windows,,,G0087,S0098|S0107|S0458,,,,M1038|M1051,,,,,10,0,0,1,unknown,,,
T1598,Phishing for Information,reconnaissance,PRE,,,G0007|G0094|G0128|G1015|G1036,,,,,M1017|M1054,,,,,10,0,0,1,unknown,,,
T1496,Resource Hijacking,impact,Containers|IaaS|Linux|SaaS|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1684.001,Impersonation,stealth,Linux|Office Suite|SaaS|Windows|macOS,,,G0007|G0069|G0090|G0094|G0096|G0099|G1004|G1015|G1031|G1033|G1044|G1046|G1052|G1054|G1055,S1131|S9037,C0022|C0027|C0059,,,M1017|M1019,,,,,10,0,0,1,unknown,,,
T1585,Establish Accounts,resource-development,PRE,,,G0025|G0094|G0117|G1003|G1052,,C0059,,,M1056,,,,,10,0,0,1,unknown,,,
T1588,Obtain Capabilities,resource-development,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1546.002,Screensaver,persistence|privilege-escalation,Windows,,,,S0168,,,,M1038|M1042,,,,,10,0,0,1,unknown,,,
T1147,Hidden Users,stealth,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1556.009,Conditional Access Policies,credential-access|defense-impairment|persistence,IaaS|Identity Provider,,,G1015|G1053,,,,,M1018,,,,,10,0,0,1,unknown,,,
T1578.002,Create Cloud Instance,defense-impairment,IaaS,,,G1004|G1015,,C0027,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1500,Compile After Delivery,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1555.006,Cloud Secrets Management Stores,credential-access,IaaS,,,G0125|G1053,S1091|S9008|S9009,,,,M1026,,,,,10,0,0,1,unknown,,,
T1213.003,Code Repositories,collection,SaaS,,,G0096|G1004|G1015,S9008|S9009|S9010,C0024,,,M1017|M1018|M1032|M1047,,,,,10,0,0,1,unknown,,,
T1565.002,Transmitted Data Manipulation,impact,Linux|Windows|macOS,,,G0082,S0395|S0455|S0530|S9010,,,,M1041,,,,,10,0,0,1,unknown,,,
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,,,,S0349,C0045,,,M1026|M1027,,,,,10,0,0,1,unknown,,,
T1543.001,Launch Agent,persistence|privilege-escalation,macOS,,,G1052,S0162|S0198|S0235|S0274|S0276|S0277|S0279|S0281|S0282|S0352|S0369|S0482|S0492|S0497|S0595|S0690|S1016|S1048|S1153|S1245|S9010,,,,M1022,,,,,10,0,0,1,unknown,,,
T1569,System Services,execution,Linux|Windows|macOS,,,,,,,,M1018|M1022|M1026|M1040,,,,,10,0,0,1,unknown,,,
T1059.003,Windows Command Shell,execution,Windows,,,G0004|G0006|G0007|G0010|G0012|G0018|G0022|G0026|G0027|G0028|G0032|G0035|G0037|G0039|G0040|G0045|G0046|G0047|G0049|G0050|G0051|G0054|G0059|G0060|G0061|G0067|G0069|G0070|G0075|G0078|G0080|G0081|G0082|G0090|G0091|G0092|G0093|G0094|G0095|G0096|G0102|G0108|G0114|G0117|G0119|G0125|G0126|G0127|G0128|G0129|G0133|G0139|G0140|G0143|G1013|G1016|G1017|G1021|G1022|G1023|G1030|G1031|G1032|G1035|G1037|G1039|G1040|G1043|G1046|G1048|G1051|G1052|G1054,S0004|S0009|S0011|S0012|S0013|S0015|S0017|S0020|S0022|S0025|S0030|S0031|S0034|S0044|S0045|S0046|S0053|S0065|S0068|S0069|S0070|S0071|S0074|S0080|S0082|S0083|S0084|S0085|S0086|S0087|S0088|S0094|S0106|S0109|S0115|S0117|S0124|S0126|S0128|S0132|S0139|S0142|S0146|S0147|S0148|S0149|S0153|S0154|S0156|S0158|S0159|S0164|S0170|S0171|S0180|S0184|S0185|S0186|S0187|S0198|S0199|S0200|S0201|S0202|S0206|S0211|S0221|S0229|S0232|S0233|S0234|S0237|S0238|S0239|S0241|S0243|S0244|S0246|S0247|S0249|S0250|S0251|S0253|S0254|S0256|S0258|S0259|S0260|S0262|S0263|S0264|S0265|S0266|S0267|S0268|S0269|S0270|S0271|S0275|S0280|S0283|S0284|S0330|S0332|S0333|S0334|S0336|S0338|S0339|S0342|S0343|S0345|S0346|S0347|S0348|S0350|S0354|S0356|S0360|S0363|S0367|S0369|S0370|S0373|S0375|S0376|S0379|S0381|S0382|S0385|S0387|S0389|S0390|S0391|S0394|S0395|S0396|S0400|S0412|S0414|S0428|S0431|S0435|S0436|S0439|S0444|S0446|S0447|S0448|S0449|S0451|S0452|S0453|S0455|S0457|S0459|S0461|S0462|S0464|S0469|S0470|S0475|S0477|S0481|S0493|S0495|S0496|S0500|S0504|S0514|S0520|S0526|S0532|S0533|S0534|S0543|S0546|S0547|S0553|S0554|S0564|S0567|S0572|S0575|S0576|S0582|S0586|S0588|S0593|S0594|S0610|S0611|S0612|S0623|S0625|S0629|S0630|S0631|S0632|S0634|S0638|S0639|S0643|S0647|S0650|S0651|S0652|S0653|S0660|S0662|S0666|S0668|S0669|S0670|S0673|S0674|S0681|S0688|S0689|S0692|S0696|S0697|S0698|S1011|S1014|S1015|S1017|S1018|S1019|S1020|S1021|S1028|S1029|S1030|S1031|S1032|S1034|S1035|S1037|S1039|S1043|S1044|S1049|S1050|S1052|S1060|S1063|S1065|S1066|S1068|S1070|S1081|S1085|S1087|S1089|S1099|S1111|S1129|S1130|S1132|S1135|S1141|S1145|S1147|S1150|S1155|S1156|S1159|S1160|S1168|S1170|S1172|S1182|S1183|S1190|S1191|S1193|S1196|S1199|S1211|S1212|S1228|S1229|S1239|S1240|S1242|S1244|S1247|S9001|S9002|S9007|S9018|S9029|S9032|S9035,C0001|C0002|C0006|C0007|C0012|C0014|C0015|C0017|C0022|C0024|C0025|C0037|C0038|C0051|C0058|C0060|C0061|C0063,,,M1038,,,,,10,0,0,1,unknown,,,
T1055.009,Proc Memory,privilege-escalation|stealth,Linux,,,,,C0035,,,M1022|M1040,,,,,10,0,0,1,unknown,,,
T1223,Compiled HTML File,execution|stealth,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1650,Acquire Access,resource-development,PRE,,,G1051,,,,,M1056,,,,,10,0,0,1,unknown,,,
T1601.001,Patch System Image,defense-impairment,Network Devices,,,,S0519,,,,M1026|M1027|M1032|M1043|M1045|M1046,,,,,10,0,0,1,unknown,,,
T1558.002,Silver Ticket,credential-access,Windows,,,,S0002|S0363|S0677|S1071,,,,M1026|M1027|M1041,,,,,10,0,0,1,unknown,,,
T1213,Data from Information Repositories,collection,IaaS|Linux|Office Suite|SaaS|Windows|macOS,,,G0007,S1148|S1196,C0024,,,M1017|M1018|M1032|M1041|M1047|M1054|M1060,,,,,10,0,0,1,unknown,,,
T1070.009,Clear Persistence,stealth,ESXi|Linux|Windows|macOS,,,,S0013|S0083|S0085|S0148|S0385|S0500|S0517|S0534|S0559|S0632|S0669|S1130|S1132|S1190|S1232,,,,M1022|M1029,,,,,10,0,0,1,unknown,,,
T1059.012,Hypervisor CLI,execution,ESXi,,,G1048,S1073|S1096|S1218,,,,,,,,,10,0,0,1,unknown,,,
T1146,Clear Command History,stealth,Linux|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1555.004,Windows Credential Manager,credential-access,Windows,,,G0010|G0038|G0049|G0102,S0002|S0194|S0240|S0349|S0476|S0526|S0629|S0681|S0692,C0044,,,M1042,,,,,10,0,0,1,unknown,,,
T1036.010,Masquerade Account Name,stealth,Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,,,G0022|G0035|G0059|G1046,S0143|S0382,C0025,,,M1018|M1047,,,,,10,0,0,1,unknown,,,
T1519,Emond,persistence|privilege-escalation,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1194,Spearphishing via Service,initial-access,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1200,Hardware Additions,initial-access,Linux|Windows|macOS,,,G0105,,,,,M1034|M1035,,,,,10,0,0,1,unknown,,,
T1219.002,Remote Desktop Software,command-and-control,Linux|Windows|macOS,,,G0048|G0069|G0076|G0094|G0120|G0129|G1015|G1046|G1052|G1053|G1055,S1242,C0015|C0018|C0027,,,M1037|M1038|M1042,,,,,10,0,0,1,unknown,,,
T1505,Server Software Component,persistence,ESXi|Linux|Network Devices|Windows|macOS,,,,,,,,M1018|M1024|M1026|M1042|M1045|M1046|M1047,,,,,10,0,0,1,unknown,,,
T1485,Data Destruction,impact,Containers|ESXi|IaaS|Linux|Windows|macOS,,,G0032|G0034|G0082|G1004|G1053|G1055,S0089|S0139|S0140|S0195|S0238|S0265|S0341|S0364|S0365|S0380|S0496|S0604|S0607|S0659|S0688|S0689|S0693|S0697|S1125|S1133|S1134|S1135|S1167|S1178|S9008|S9030|S9038|S9039,C0034|C0063,,,M1018|M1032|M1053,,,,,10,0,0,1,unknown,,,
T1132.002,Non-Standard Encoding,command-and-control,ESXi|Linux|Windows|macOS,,,G0094,S0022|S0031|S0239|S0260|S0346|S0495|S0596|S0681|S0687|S1035|S1046|S1090|S1100|S1149|S1189|S1239|S9007,,,,M1031,,,,,10,0,0,1,unknown,,,
T1556.001,Domain Controller Authentication,credential-access|defense-impairment|persistence,Windows,,,G0114,S0007,,,,M1017|M1025|M1026|M1032,,,,,10,0,0,1,unknown,,,
T1537,Transfer Data to Cloud Account,exfiltration,IaaS|Office Suite|SaaS,,,G1032|G1039|G1053,,,,,M1018|M1037|M1054|M1057,,,,,10,0,0,1,unknown,,,
T1027.006,HTML Smuggling,stealth,Linux|Windows|macOS,,,G0016,S0634|S0650,,,,M1048,,,,,10,0,0,1,unknown,,,
T1556.005,Reversible Encryption,credential-access|defense-impairment|persistence,Windows,,,,,,,,M1026|M1027,,,,,10,0,0,1,unknown,,,
T1027.010,Command Obfuscation,stealth,Linux|Windows|macOS,,,G0010|G0034|G0037|G0040|G0046|G0047|G0050|G0059|G0061|G0069|G0073|G0077|G0080|G0090|G0091|G0092|G0094|G0102|G0114|G0115|G0117|G0121|G0127|G0140|G0143|G1001|G1040|G1051|G1052,S0126|S0194|S0223|S0269|S0270|S0277|S0330|S0354|S0363|S0367|S0373|S0386|S0390|S0409|S0428|S0450|S0451|S0457|S0462|S0475|S0492|S0589|S0650|S0669|S0673|S0685|S1022|S1081|S1085|S1229|S1240|S1248|S9014|S9029|S9034,C0001|C0012|C0014|C0018|C0021|C0058,,,M1040|M1049,,,,,10,0,0,1,unknown,,,
T1130,Install Root Certificate,stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1022,Data Encrypted,exfiltration,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1070.004,File Deletion,stealth,ESXi|Linux|Windows|macOS,,,G0007|G0016|G0022|G0026|G0027|G0032|G0034|G0035|G0037|G0040|G0043|G0045|G0047|G0049|G0050|G0051|G0053|G0059|G0060|G0061|G0080|G0081|G0082|G0087|G0089|G0091|G0094|G0096|G0102|G0106|G0114|G0120|G0129|G0139|G0143|G1003|G1013|G1017|G1023|G1032|G1039|G1040|G1043|G1048|G1051|G1052|G1054,S0011|S0013|S0015|S0021|S0022|S0030|S0032|S0044|S0045|S0053|S0062|S0067|S0069|S0070|S0074|S0081|S0083|S0085|S0087|S0091|S0093|S0094|S0106|S0107|S0113|S0115|S0125|S0127|S0136|S0139|S0141|S0147|S0148|S0149|S0151|S0153|S0155|S0161|S0162|S0164|S0168|S0172|S0176|S0180|S0181|S0195|S0196|S0201|S0203|S0208|S0211|S0223|S0228|S0233|S0234|S0238|S0239|S0240|S0249|S0251|S0253|S0256|S0257|S0259|S0260|S0263|S0264|S0265|S0267|S0268|S0269|S0271|S0274|S0277|S0279|S0282|S0283|S0284|S0330|S0332|S0342|S0344|S0345|S0346|S0347|S0348|S0350|S0352|S0353|S0354|S0356|S0370|S0372|S0374|S0380|S0381|S0382|S0385|S0386|S0390|S0391|S0395|S0396|S0398|S0401|S0409|S0410|S0412|S0414|S0416|S0428|S0431|S0434|S0435|S0437|S0438|S0439|S0441|S0442|S0443|S0444|S0447|S0448|S0451|S0453|S0455|S0456|S0461|S0462|S0466|S0475|S0491|S0493|S0495|S0496|S0498|S0499|S0502|S0504|S0512|S0513|S0517|S0520|S0527|S0531|S0533|S0534|S0556|S0559|S0561|S0562|S0567|S0582|S0583|S0584|S0586|S0587|S0589|S0593|S0598|S0601|S0603|S0607|S0615|S0622|S0625|S0629|S0630|S0632|S0650|S0654|S0657|S0662|S0663|S0666|S0673|S0674|S0679|S0688|S0689|S0690|S0692|S0697|S1014|S1015|S1016|S1017|S1018|S1019|S1020|S1022|S1027|S1032|S1034|S1039|S1043|S1044|S1047|S1050|S1059|S1065|S1081|S1105|S1111|S1130|S1132|S1133|S1135|S1141|S1142|S1147|S1148|S1150|S1151|S1154|S1160|S1161|S1164|S1166|S1167|S1170|S1178|S1179|S1181|S1182|S1184|S1188|S1192|S1196|S1198|S1199|S1200|S1202|S1207|S1212|S1239|S1242|S1244|S1246|S1247|S9007|S9012|S9015|S9019|S9020|S9021|S9024|S9025,C0006|C0014|C0022|C0024|C0028|C0029|C0032|C0035|C0040|C0046|C0056|C0060|C0061,,,,,,,,10,0,0,1,unknown,,,
T1189,Drive-by Compromise,initial-access,Identity Provider|Linux|Windows|macOS,,,G0001|G0007|G0010|G0012|G0027|G0032|G0035|G0040|G0048|G0050|G0056|G0059|G0060|G0065|G0066|G0067|G0068|G0070|G0073|G0077|G0082|G0095|G0112|G0124|G0134|G0138|G1006|G1012|G1020|G1034|G1035,S0215|S0216|S0451|S0482|S0483|S0496|S0531|S0606|S1086|S1124,C0010|C0016|C0057,,,M1017|M1021|M1048|M1050|M1051,,,,,10,0,0,1,unknown,,,
T1498,Network Denial of Service,impact,Containers|IaaS|Linux|Windows|macOS,,,G0007,S0532|S1107,,,,M1037,,,,,10,0,0,1,unknown,,,
T1651,Cloud Administration Command,execution,IaaS,,,G0016|G1055,S0677|S1091,,,,M1026,,,,,10,0,0,1,unknown,,,
T1546.016,Installer Packages,persistence|privilege-escalation,Linux|Windows|macOS,,,,S0584|S9008,C0057,,,,,,,,10,0,0,1,unknown,,,
T1595.001,Scanning IP Blocks,reconnaissance,PRE,,,G0139|G1003,,C0062,,,M1056,,,,,10,0,0,1,unknown,,,
T1158,Hidden Files and Directories,persistence|stealth,Linux|Windows|macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1221,Template Injection,stealth,Windows,,,G0007|G0035|G0047|G0079|G0081|G0100|G0142|G1054,S0631|S0670,C0001|C0022,,,M1017|M1031|M1042|M1049,,,,,10,0,0,1,unknown,,,
T1037.004,RC Scripts,persistence|privilege-escalation,ESXi|Linux|Network Devices|macOS,,,G0016|G1047|G1048,S0278|S0394|S0687|S0690,,,,M1022,,,,,10,0,0,1,unknown,,,
T1134,Access Token Manipulation,privilege-escalation|stealth,Windows,,,G0030|G0037|G0108,S0038|S0058|S0194|S0203|S0363|S0378|S0446|S0562|S0576|S0607|S0622|S0625|S0633|S0666|S0697|S1060|S1068|S1210|S1242,C0017,,,M1018|M1026,,,,,10,0,0,1,unknown,,,
T1209,Time Providers,persistence,Windows,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1111,Multi-Factor Authentication Interception,credential-access,Linux|Windows|macOS,,,G0094|G0114|G1004|G1044,S0018|S1104|S9003,C0014|C0049,,,M1017,,,,,10,0,0,1,unknown,,,
T1159,Launch Agent,persistence,macOS,,,,,,,,,,,,,10,0,0,1,unknown,,,
T1027.002,Software Packing,stealth,Linux|Windows|macOS,,,G0016|G0022|G0027|G0040|G0066|G0070|G0082|G0087|G0089|G0092|G0093|G0094|G0096|G0106|G0128|G0139|G1007|G1017|G1018|G1019|G1031|G1051|G1053,S0020|S0022|S0024|S0053|S0083|S0085|S0094|S0132|S0182|S0187|S0198|S0230|S0248|S0251|S0257|S0264|S0266|S0268|S0281|S0283|S0334|S0342|S0352|S0356|S0367|S0373|S0398|S0409|S0431|S0444|S0447|S0455|S0461|S0476|S0483|S0504|S0512|S0513|S0520|S0527|S0530|S0532|S0534|S0543|S0554|S0565|S0588|S0601|S0611|S0614|S0622|S0625|S0628|S0638|S0650|S0663|S0671|S0678|S0694|S0695|S1018|S1026|S1030|S1105|S1130|S1160|S1183|S1196|S1202|S1207|S1210|S1240|S9018,C0002|C0005|C0016|C0017|C0022|C0025|C0058,,,M1049,,,,,10,0,0,1,unknown,,,
T1584.007,Serverless,resource-development,PRE,,,,,,,,M1056,,,,,10,0,0,1,unknown,,,
